setup_id,month,room_name,device_name,watts,hours,quantity,monthly_kwh,monthly_bill,cost_per_kwh,daily_wh,usage_level,season,is_heavy_appliance
659,Feb,Drawing Room,AC,1718.0,4.5,3.0,695.79,5566.32,8.0,23193.0,high,Winter,True
460,Apr, Living Room  ,Unknown,10.0,9.8,1.0.0,2.94,23.52,8.0,,low,Spring,False
474,Jan,Kitchen,Washing Machine,687.0,1.2,2.0,49.46,395.71,8.0,1648.8,Medium,Winter,True
715,Apr,BEDROOM,Fan,55.0,10.8,1.0,17.82,142.56,8.0,594.0,low,Spring,False
166,Mar,Kitchen,Fan,80.0,9.1,3.0,65.52,524.16,8.0,2184.0,Med,Spring,False
210,Jul, Bedroom  ,tv,168.0,240.0,1.0,12.1,96.77,8.0,40320.0,low,Summer,False
823,Sep,Bedroom,Fan,81.0,11.7,2.0.0,56.86,454.9,8.0,,Medium,Autumn,False
790,mar,Living Room,Fan,79.0,17.7,3.0,125.85,,,4194.9,high,,False
 472 ,Feb,Bedroom,Heater,801.0,3.9,2.0,187.43,1499.47,8.0,6247.8,HIGH,Winter,False
808,Jan,,AC,1713.0,8.6,1.0.0,441.95,3535.63,8.0,,High,Winter,True
210,Oct,Bathroom,Heater,1268.0,3.9,2.0,296.71,2373.7,8.0,9890.4,HIGH,Autumn,False
721,Mar,Kitchen,FAN,83.0,7.2,1.0,17.93,143.42,8.0,597.6,Low,Spring,False
246,Oct, Bedroom  , AC  ,1967.0,8.5,3.0,1504.76,12038.04,8.0,50158.5,high,Autumn,True
760,JUL, Bathroom  ,Light,11.0,9.6,1.0,3.17,25.34,7.99,105.6,low,,False
917,April, Bathroom  ,Light,36.0,4.2,2.0,9.07,72.58,8.0,302.4,low,,False
210,April,Bedroom,light,18.0,6.4,3.0,10.37,82.94,8.0,345.6,low,,False
525,Nov,Kitchen,Fridge,153.0,19.1,2.0,175.34,1402.7,8.0,5844.6,high,Autumn,True
90,Jun,BATHROOM,light,22.0,3.4,2.0,4.49,35.9,8.0,149.6,low,Summer,False
902,Nov,Bedroom,AC,1380.0,6.4,3.0.0,794.88,6359.04,8.0,,HIGH,Autumn,True
717,,Bathroom,light,10.0,5.4,2.0,3.24,25.92,8.0,108.0,Low,,False
275,Sep,BEDROOM,Fan,59.0,8.2,1.0,14.51,,,483.8,low,Autumn,False
363,Mar,Living Room, Light  ,30.0,4.0,1.0,3.6,28.8,8.0,120.0,Low,Spring,False
400,Jul,Dining Room,LIGHT,25.0,5.1,1.0,3.82,30.6,8.01,127.5,low,Summer,False
755,, Living Room  ,TV,157.0,2.7,1.0,12.72,101.74,8.0,423.9,Low,,False
931,Nov,DRAWING ROOM,AC,1558.0,9.3,3.0,1304.05,10432.37,8.0,43468.2,HIGH,Autumn,True
242,Dec,Bedroom, Heater  ,1367.0,1.8,1.0,73.82,590.54,8.0,2460.6,medium,Winter,False
733,Apr,Kitchen, Microwave  ,782.0,0.2,2.0,9.38,75.07,8.0,312.8,low,Spring,True
444,March,Dining Room,light,28.0,8.0,3.0,20.16,161.28,8.0,672.0,medium,,False
525,July,dining room,Fan,55.0,17.0,3.0,84.15,673.2,8.0,2805.0,Medium,,False
677,Mar,Living_Room,TV,145.0,4.5,1.0,19.57,156.6,8.0,652.5,low,Spring,False
224,Aug,dining room,Light,24.0,8.9,1.0,6.41,51.26,8.0,213.6,low,Summer,False
861,Apr,not sure,TV,80.0,3.6,2.0,17.28,138.24,8.0,576.0,low,Spring,False
22,Jan,Dining_Room,Light,,6.7,3.0,10.25,82.01,8.0,,low,Winter,False
507,July,Kitchen,Light,17.0,8.9,3.0,13.62,108.94,8.0,453.9,low,,False
814,dec,Bathroom,Fan,78.0,6.1,3.0,42.82,342.58,8.0,1427.4,medium,,False
541,apr,dining room,FAN,84.0,17.9,1.0,45.11,360.86,8.0,1503.6,Medium,,False
632,Jul,BEDROOM,AC,1545.0,7.6,,704.52,5636.16,8.0,,high,Summer,True
241,November,Drawing Room,AC,N/A,9.0,3.0,795.42,6363.36,8.0,,High,,True
591,NOV,Kitchen,Fan,71.0,9.9,100.0,42.17,337.39,8.0,70290.0,medium,,False
966,Oct,BEDROOM,Heater,862.0,2.2,2.0,113.78,910.27,8.0,3792.8,High,Autumn,False
79,Sep,Living Room,AC,1747.0,930.0000000000001,1.0,487.41,3899.3,8.0,1624710.0,High,Autumn,True
396,Aug,Living Room,Fan,90.0,14.1,3.0,unknown,913.68,,3807.0,,Summer,False
35,May,Living Room,Fan,83.0,9.9,3.0,73.95,591.62,8.0,2465.1,Medium,Spring,False
672,October,Kitchen,Fridge,162.0,23.8,100.0,231.34,1850.69,8.0,385560.0,High,,True
297,Sep,Living Room,Light,-38.0,9.1,2.0,20.75,165.98,8.0,-691.6,Med,Autumn,False
748,Sep,Drawing Room, AC  ,1397.0,9.9,3.0,1244.73,9957.82,8.0,41490.9,High,Autumn,True
960,Aug,bathroom,Heater,-1325.0,1.0,1.0,39.75,318.0,8.0,-1325.0,Medium,Summer,False
934,Aug, Living Room  ,light,28.0,6.7,1.0,5.63,45.02,8.0,187.6,low,Summer,False
131,Apr,dining room,Fan,73.0,7.5,2.0,32.85,262.8,8.0,1095.0,medium,Spring,False
676,,Living Room,LIGHT,23.0,4.2,1.0,2.9,23.18,7.99,96.6,Low,,False
632,Nov, Living Room  ,Computer,,6.5,2.0,66.3,530.4,8.0,,Med,Autumn,False
774,September, Kitchen  ,unknown,121.0,-21.6,1.0,78.41,627.26,8.0,-2613.6,Medium,,False
248,August,bathroom,heater,1214.0,1.1,1.0,40.06,320.5,8.0,1335.4,Med,,False
730,,Drawing Room,,185.0,4.6,1.0,25.53,204.24,8.0,851.0,medium,,
414,March,Bedroom,Light,20.0,3.8,1.0,2.28,18.24,8.0,76.0,low,,False
958,December,Living Room,Fan,80.0,9.2,2.0,44.16,353.28,8.0,1472.0,Med,,False
987,Aug,bedroom, AC  ,1248.0,5.3,3.0,595.3,4762.37,8.0,19843.2,high,Summer,True
240,Jul,KITCHEN,Washing Machine,728.0,1.9,2.0,82.99,663.94,8.0,2766.4,medium,Summer,True
794,May,Bathroom,Fan,63.0,9.0,1.0,17.01,136.08,8.0,567.0,low,Spring,False
100,Oct,dining room,FAN,61.0,9.1,1.0,16.65,133.22,8.0,555.1,low,Autumn,False
675,Jan,BATHROOM,light,40.0,8.4,2.0,20.16,161.28,8.0,672.0,Med,Winter,False
969,Nov,Living Room,tv,179.0,3.9,1.0.0,20.94,167.54,8.0,,Med,Autumn,False
138,Nov,Drawing Room,tv,67.0,3.0,2.0,12.06,96.48,8.0,402.0,low,Autumn,False
75,Nov,Living_Room, Computer  ,280.0,10.0,3.0,252.0,2016.0,8.0,8400.0,high,Autumn,False
662,February,Living Room, Computer  ,336.0,8.1,1.0,81.65,653.18,8.0,2721.6,Med,,False
 621 ,Nov,Kitchen,washing machine,777.0,1.9,2.0,88.58,708.62,8.0,2952.6,Medium,Autumn,True
181,March,Dining_Room,fan,89.0,17.1,2.0,91.31,730.51,8.0,3043.8,Med,,False
710,May,Kitchen,Light,20.0,9.5,1.0,5.7,45.6,8.0,190.0,Low,Spring,False
921,Nov, Drawing Room  ,computer,370.0,5.1,2.0,113.22,905.76,8.0,3774.0,high,Autumn,False
392,Aug,Living Room,Computer,262.0,6.4,3.0,150.91,1207.3,8.0,5030.4,High,Summer,False
522,Apr,bedroom,light,31.0,9.1,2.0.0,16.93,135.41,8.0,,Low,Spring,False
25,May,Dining Room,Light,34.0,6.7,2.0,13.67,109.34,8.0,455.6,low,Spring,False
368,Mar,LIVING ROOM,Light,35.0,9.2,1.0,9.66,77.28,8.0,322.0,low,Spring,False
82,Feb,bathroom,light,28.0,8.5,1.0,7.14,57.12,8.0,238.0,low,Winter,False
616,MAY,مجهول,Light,37.0,8.5,2.0,18.87,150.96,8.0,629.0,Low,,False
42,June,Bathroom, Fan  ,83.0,17.2,1.0,42.83,342.62,8.0,1427.6,Medium,,False
372,September,Bedroom,Light,21.0,4.4,1.0,2.77,22.18,8.01,92.4,Low,,False
103,Nov, Dining Room  ,LIGHT,13.0,4.0,3.0,4.68,37.44,8.0,156.0,Low,Autumn,False
697,Dec,Kitchen, Washing Machine  ,587.0,1.7,1.0.0,29.94,239.5,8.0,,medium,Winter,True
109,jan,bathroom,Fan,error,14.3,3.0,,576.58,,,,,False
346,Jan, Bedroom  ,,183.0,4.5,2.0,49.41,395.28,8.0,1647.0,medium,Winter,
879,DEC,bathroom,Washing Machine,781.0,0.6,1.0.0,14.06,112.46,8.0,,Low,,True
225,Sep,KITCHEN,fan,83.0,16.7,2.0,83.17,665.33,8.0,2772.2,Med,Autumn,False
577,Jul,KITCHEN,Light,14.0,10.0,3.0,12.6,100.8,8.0,420.0,low,Summer,False
195,Apr,BATHROOM,fan,60.0,unknown,3.0,82.62,660.96,8.0,,Med,Spring,False
408,FEB,Bedroom,Heater,1199.0,2.6,2.0,187.04,1496.35,8.0,6234.8,HIGH,,False
37,Oct,Bedroom,heater,1217.0,,1.0,80.32,642.58,8.0,,Medium,Autumn,False
170,Jul,DINING ROOM,,67.0,13.8,2.0.0,55.48,443.81,8.0,,Med,Summer,
545,Jun,-,ac,1558.0,5.6,1.0,261.74,2093.95,8.0,8724.8,High,Summer,True
228,Nov, Bedroom  ,Heater,1489.0,,3.0,428.83,3430.66,8.0,,HIGH,Autumn,False
506,Sep,Bedroom,ac,1355.0,4.4,2.0,357.72,2861.76,8.0,11924.0,HIGH,Autumn,True
372,Jul,Bathroom, Fan  ,75.0,16.8,1.0,37.8,302.4,8.0,1260.0,medium,Summer,False
162,May,Living Room,computer,373.0,8.3,1.0,92.88,743.02,8.0,3095.9,medium,Spring,False
987,Aug,Bathroom,Fan,5800.0,13.4,,23.32,186.53,8.0,,Medium,Summer,False
527,October,BEDROOM, AC  ,975.0,4.8,3.0,421.2,3369.6,8.0,14040.0,high,,True
931,AUG,Drawing Room,Fan,,15.5,1.0,25.57,204.6,8.0,,medium,,False
606,Dec,dining room,light,36.0,,3.0,25.92,207.36,8.0,,Med,Winter,False
519,MAY,Living Room,ac,1147.0,3.4,2.0,233.99,1871.9,8.0,7799.6,High,,True
900,Nov,DINING ROOM,Fan,57.0,14.3,2.0,48.91,391.25,8.0,1630.2,Med,Autumn,False
811,Mar,,Light,30.0,869.9999999999999,3.0,23.49,187.92,8.0,78300.0,Medium,Spring,False
16,Jun,Dining Room,Light,16.0,8.3,1.0,3.98,31.87,8.01,132.8,Low,Summer,False
524,Feb,Kitchen,Washing Machine,700.0,1.3,1.0,27.3,218.4,8.0,910.0,medium,Winter,True
 202 ,Apr,Dining Room,Fan,51.0,13.1,1.0,20.04,160.34,8.0,668.1,medium,Spring,False
297,apr,DRAWING ROOM,not sure,98.0,4.0,2.0.0,23.52,188.16,8.0,,Medium,,False
874,Dec,drawing room,Computer,152.0,3.1,3.0,42.41,339.26,8.0,1413.6,Medium,Winter,False
997,Mar, Kitchen  ,Fridge,299.0,20.6,1.0,184.78,1478.26,8.0,6159.4,High,Spring,True
60,Jan,BEDROOM, Fan  ,52.0,13.4,2.0.0,41.81,334.46,8.0,,Med,Winter,False
276,October,Kitchen,WASHING MACHINE,453.0,1.2,1.0,16.31,130.46,8.0,543.6,Low,,True
540,DEC, Bedroom  ,Light,27.0,4.2,3.0,10.21,81.65,8.0,340.2,low,,False
453,April,Kitchen, Fan  ,77.0,10.5,3.0,72.77,582.12,8.0,2425.5,Medium,,False
541,Oct,living room, Light  ,10.0,7.5,2.0,4.5,36.0,8.0,150.0,Low,Autumn,False
841,June,Bathroom,Light,16.0,5.8,2.0,5.57,44.54,8.0,185.6,low,,False
609,Aug,kitchen,fridge,175.0,23.7,2.0,248.85,1990.8,8.0,8295.0,High,Summer,True
246,May,LIVING ROOM,AC,1152.0,6.1,2.0,421.63,3373.06,8.0,14054.4,HIGH,Spring,True
597,JAN,Drawing Room,AC,1480.0,,3.0,1332.0,10656.0,8.0,,high,,True
841,Aug, Drawing Room  ,Computer,220.0,6.0,1.0.0,39.6,316.8,8.0,,medium,Summer,False
872,AUG,Living Room, Fan  ,70.0,1600.0,2.0,67.2,537.6,8.0,224000.0,Medium,,False
826,, Kitchen  ,Microwave,728.0,0.5,3.0,32.76,262.08,8.0,1092.0,Medium,,True
378,Aug,Drawing Room,,60.0,4.8,3.0,?,207.36,,864.0,,Summer,
507,May,Bedroom,Computer,186.0,8.9,1.0,49.66,397.3,8.0,1655.4,Medium,Spring,False
840,Jun,DINING ROOM,,81.0,17.6,3.0,128.3,1026.43,8.0,4276.8,high,Summer,
290,Aug, Dining Room  ,Fan,72.0,11.5,2.0,49.68,397.44,8.0,1656.0,medium,Summer,False
 400 ,Oct,Dining Room,Fan,71.0,10.4,2.0,44.3,354.43,8.0,1476.8,Medium,Autumn,False
827,aug,Living Room, Fan  ,83.0,10.8,2.0,53.78,430.27,8.0,1792.8,Medium,,False
603,sep,Bathroom,Fan,65.0,-,2.0.0,52.65,421.2,8.0,,Med,,False
448,Aug,Living_Room,FAN,58.0,16.1,3.0,84.04,672.34,8.0,2801.4,Med,Summer,False
907,May,dining room,Light,30.0,9.3,1.0,8.37,66.96,8.0,279.0,low,Spring,False
66,Aug,Drawing Room, Light  ,18.0,3.2,2.0,,27.65,,115.2,,Summer,False
726,December,Kitchen,washing machine,625.0,1.7,1.0,31.88,255.0,8.0,1062.5,Medium,,True
682,JUL,Bedroom,AC,1439.0,3.0,1.0,129.51,1036.08,8.0,4317.0,HIGH,,True
34,May,Bedroom,Computer,233.0,8.8,1.0,61.51,492.1,8.0,2050.4,medium,Spring,False
558,January,Bedroom,fan,85.0,7.7,2.0,39.27,314.16,8.0,1309.0,Medium,,False
902,Feb,BEDROOM,Light,38.0,3.3,2.0,7.52,60.19,8.0,250.8,low,Winter,False
664,April,Bedroom,Fan,89.0,10.0,1.0,26.7,213.6,8.0,890.0,Med,,False
366,Dec,Bedroom,AC,1467.0,3.6,3.0,475.31,3802.46,8.0,15843.6,High,Winter,True
126,Dec,Living_Room,Fan,76.0,14.6,2.0,66.58,532.61,8.0,2219.2,Med,Winter,False
180,Nov,Living_Room,TV,157.0,3.4,3.0,48.04,384.34,8.0,1601.4,Med,Autumn,False
134,apr,Kitchen,Light,39.0,9.9,2.0,23.17,185.33,8.0,772.2,Med,,False
990,Aug,Bathroom, Fan  ,65.0,16.9,2.0,65.91,527.28,8.0,2197.0,Medium,Summer,False
662,November,Drawing Room,tv,146.0,2.0,2.0,17.52,140.16,8.0,584.0,low,,False
243,Jul,bedroom, TV  ,75.0,5.6,2.0,25.2,201.6,8.0,840.0,medium,Summer,False
895,Feb,Kitchen, Washing Machine  ,576.0,1.5,3.0,77.76,622.08,8.0,2592.0,medium,Winter,True
44,aug, Bathroom  ,LIGHT,40.0,7.7,1.0,9.24,73.92,8.0,308.0,low,,False
944,Dec, Drawing Room  ,Computer,281.0,6.4,2.0,107.9,863.23,8.0,3596.8,high,Winter,False
875,March,LIVING ROOM,AC,944.0,9.3,2.0,526.75,4214.02,8.0,17558.4,High,,True
819,Sep,Bedroom,not sure,52.0,15.7,2.0,48.98,391.87,8.0,1632.8,Medium,Autumn,False
405,Nov, Dining Room  ,Light,16.0,7.3,1.0,3.5,28.03,8.01,116.8,Low,Autumn,False
310,December,DINING ROOM,-,84.0,9.7,3.0,73.33,586.66,8.0,2444.4,Med,,False
431,Aug,Bathroom, Washing Machine  ,64200.0,0.9,3.0,52.0,416.02,8.0,173340.0,medium,Summer,True
906,Feb,Bedroom,Heater,1476.0,3.0,150.0,398.52,3188.16,8.0,664200.0,high,Winter,False
475,oct,Kitchen,microwave,649.0,0.3,2.0,11.68,93.46,8.0,389.4,Low,,True
806,Jun,DRAWING ROOM,Computer,246.0,5.2,3.0,115.13,921.02,8.0,3837.6,high,Summer,False
 93 ,Feb, Kitchen  ,مجهول,38.0,8.9,1.0,10.15,81.17,8.0,338.2,low,Winter,False
872,Jul,Dining Room,,50.0,10.5,2.0,31.5,252.0,8.0,1050.0,medium,Summer,
27,Jul, Living Room  ,Fan,67.0,15.0,3.0,,723.6,,3015.0,,Summer,False
549,Mar,-, Computer  ,247.0,5.4,1.0,40.01,320.11,8.0,1333.8,Med,Spring,False
630,Feb,Living Room,COMPUTER,287.0,7.4,3.0.0,,1529.14,,,,Winter,False
268,May, Kitchen  ,Light,31.0,5.5,,10.23,81.84,8.0,,low,Spring,False
 268 ,Mar,Drawing_Room,Light,19.0,3.8,2.0,,34.66,,144.4,,Spring,False
281,Dec,bedroom, TV  ,172.0,5.5,3.0,85.14,681.12,8.0,2838.0,Med,Winter,False
522,Jul,Living Room,Light,35.0,3.3,,6.93,55.44,8.0,,low,Summer,False
918,Mar,Dining Room, Light  ,38.0,4.3,3.0,14.71,117.65,8.0,490.2,low,Spring,False
411,September,Dining Room,FAN,68.0,8.3,1.0,16.93,135.46,8.0,564.4,Low,,False
101,August,Kitchen,,58.0,6.9,3.0,36.02,288.14,8.0,1200.6,Med,,
464,Aug, Bedroom  , Computer  ,11100.0,6.0,3.0,59.94,479.52,8.0,199800.0,Med,Summer,False
648,Nov,Bedroom,tv,147.0,2.1,1.0,9.26,74.09,8.0,308.7,Low,Autumn,False
95,Nov,Drawing Room,Fan,77.0,,2.0,79.46,635.71,8.0,,Med,Autumn,False
408,May,bedroom,Light,27.0,9.8,2.0,unknown,127.01,,529.2,,Spring,False
485,August,Drawing Room,TV,123.0,5.4,1.0,19.93,159.41,8.0,664.2,low,,False
568,Feb,BEDROOM,Computer,268.0,6.0,1.0,,385.92,,1608.0,,Winter,False
663,Jun,Bedroom,مش عارف,839.0,1.9,150.0,143.47,1147.75,8.0,239115.0,high,Summer,False
643,August,DRAWING ROOM,light,26.0,6.4,3.0,14.98,119.81,8.0,499.2,Low,,False
503,Mar,living room,Computer,264.0,,1.0,,335.81,,,,Spring,False
180,nov,drawing room,Computer,305.0,2.9,,26.54,212.28,8.0,,medium,,False
796,Nov,Drawing Room,FAN,52.0,9.1,1.0,14.2,113.57,8.0,473.2,Low,Autumn,False
858,Sep,Bedroom,computer,227.0,7.0,2.0,95.34,762.72,8.0,3178.0,medium,Autumn,False
834,mar,Dining Room,LIGHT,37.0,6.1,1.0,6.77,54.17,8.0,225.7,low,,False
550,Aug,Bedroom,Heater,1488.0,1.8,3.0,,1928.45,,8035.2,,Summer,False
725,Jul,Drawing Room,light,13.0,6.6,2.0,5.15,41.18,8.0,171.6,Low,Summer,False
494,Feb,BEDROOM,Computer,194.0,3.2,1.0,18.62,148.99,8.0,620.8,low,Winter,False
283,oct,Unknown,Light,40.0,6.3,1.0,7.56,60.48,8.0,252.0,low,,False
332,Nov,Bedroom,AC,1677.0,7.0,1.0,352.17,2817.36,8.0,11739.0,high,Autumn,True
768,Oct,Dining Room,LIGHT,N/A,9.9,2.0,20.79,166.32,8.0,,Medium,Autumn,False
68,May, Bedroom  ,ac,1586.0,N/A,1.0,375.88,3007.06,8.0,,High,Spring,True
924,SEP, Bedroom  ,fan,54.0,8.4,3.0,40.82,326.59,8.0,1360.8,medium,,False
629,Mar,drawing room,LIGHT,32.0,640.0,3.0,18.43,147.46,8.0,61440.0,Low,Spring,False
884,jul,Kitchen, Fan  ,59.0,,2.0,32.92,263.38,8.0,,medium,,False
611,Nov, Dining Room  ,Light,22.0,9.8,2.0,12.94,103.49,8.0,431.2,low,Autumn,False
915,Mar, Dining Room  , Light  ,37.0,6.3,3.0,20.98,167.83,8.0,699.3,medium,Spring,False
865,Nov,Living Room,AC,1193.0,2.6,3.0.0,279.16,2233.3,8.0,,HIGH,Autumn,True
 650 ,Jan,Drawing Room, Computer  ,286.0,4.4,2.0,75.5,604.03,8.0,2516.8,medium,Winter,False
360,Sep,Drawing Room, Fan  ,,8.1,1.0,21.38,171.07,8.0,,Medium,Autumn,False
986,Sep,Kitchen,washing machine,420.0,,3.0.0,64.26,514.08,8.0,,medium,Autumn,True
488,Jul,Bedroom,fan,81.0,12.0,1.0,29.16,233.28,8.0,972.0,Medium,Summer,False
429,FEB, Dining Room  , Fan  ,63.0,8.2,2.0,31.0,247.97,8.0,1033.2,medium,,False
576,September,Bedroom,LIGHT,39.0,,3.0,0.02141,171.29,8000.47,,Low,,False
605,October,Bathroom,Light,40.0,5.5,3.0,0.0198,158.4,8000.0,660.0,Low,,False
804,December, Living Room  ,computer,185.0,6.8,3.0,113.22,905.76,8.0,3774.0,high,,False
898,May,Drawing_Room,fan,77.0,12.4,3.0,85.93,687.46,8.0,2864.4,medium,Spring,False
138,Jan,DRAWING ROOM,AC,975.0,2.6,1.0.0,76.05,608.4,8.0,,Med,Winter,True
659,November,Drawing Room,AC,1127.0,7.0,2.0,473.34,3786.72,8.0,15778.0,high,,True
122,Apr,BEDROOM,Heater,1161.0,2.0,3.0,208.98,1671.84,8.0,6966.0,High,Spring,False
353,Apr, Dining Room  ,FAN,71.0,16.8,1.0,35.78,286.27,8.0,1192.8,Medium,Spring,False
 654 ,Nov,living room,Fan,80.0,11.4,1.0,27.36,218.88,8.0,912.0,Medium,Autumn,False
734,May,LIVING ROOM,Fan,50.0,7.5,1.0,11.25,90.0,8.0,375.0,Low,Spring,False
839,Mar, Drawing Room  ,COMPUTER,263.0,N/A,1.0.0,33.14,265.1,8.0,,medium,Spring,False
914,March,Kitchen,Fan,51.0,16.2,1.0,24.79,198.29,8.0,826.2,Med,,False
431,Jul, Living Room  ,tv,66.0,,2.0,9.5,,,,Low,Summer,False
584,May,Kitchen,Fridge,248.0,21.7,2.0,322.9,2583.17,8.0,10763.2,high,Spring,True
490,October,Dining_Room,Light,21.0,4.7,3.0,8.88,71.06,8.0,296.1,low,,False
30,jan,KITCHEN,Washing_Machine,736.0,1.4,3.0,92.74,741.89,8.0,3091.2,Medium,,True
67,Feb, Bedroom  ,FAN,84.0,11.9,2.0,59.98,479.81,8.0,1999.2,medium,Winter,False
215,Apr,BATHROOM,Light,25.0,8.3,2.0,12.45,99.6,8.0,415.0,Low,Spring,False
194,November,Bedroom,FAN,-60.0,10.4,2.0,37.44,299.52,8.0,-1248.0,medium,,False
959,Jun,not sure,Fan,67.0,8.3,100.0,33.37,266.93,8.0,55610.0,medium,Summer,False
975,may,Bedroom,tv,179.0,5.0,2.0,53.7,429.6,8.0,1790.0,medium,,False
537,August,Kitchen,Microwave,,0.4,3.0,22.64,181.15,8.0,,Medium,,True
877,مجهول,living room, Computer  ,333.0,8.8,3.0,263.74,2109.89,8.0,8791.2,HIGH,,False
502,Nov,Living Room,AC,1308.0,6.1,1.0,239.36,1914.91,8.0,7978.8,HIGH,Autumn,True
646,Dec,Bedroom,Fan,53.0,17.3,1.0.0,27.51,220.06,8.0,,Medium,Winter,False
87,June,Bedroom,TV,125.0,5.5,1.0,20.62,165.0,8.0,687.5,Medium,,False
989,August,Drawing_Room, TV  ,83.0,4.8,1.0,11.95,95.62,8.0,398.4,Low,,False
638,Oct,Kitchen,Fridge,221.0,20.4,2.0,270.5,2164.03,8.0,9016.8,High,Autumn,True
943,May,,Computer,261.0,4.3,,33.67,269.35,8.0,,medium,Spring,False
15,Oct,Drawing Room,AC,1545.0,4.3,1.0.0,199.31,1594.44,8.0,,High,Autumn,True
182,October,Living Room,,983.0,3.5,3.0,309.64,2477.16,8.0,10321.5,HIGH,,
564,Dec, Kitchen  , Fan  ,53.0,-10.1,2.0,32.12,256.94,8.0,-1070.6,medium,Winter,False
740,July,,,-26.0,8.3,2.0,12.95,103.58,8.0,-431.6,low,,
867,Nov,Kitchen,Washing Machine,659.0,0.6,1.0,11.86,94.9,8.0,395.4,Low,Autumn,True
964,Aug,Drawing Room, TV  ,105.0,5.7,2.0,35.91,287.28,8.0,1197.0,Med,Summer,False
30,Feb, Drawing Room  , TV  ,-,,3.0,22.95,183.6,8.0,,medium,Winter,False
475,Sep,LIVING ROOM,TV,147.0,3.0,3.0,39.69,317.52,8.0,1323.0,Medium,Autumn,False
28,jun,LIVING ROOM,AC,980.0,4.0,2.0,235.2,1881.6,8.0,7840.0,High,,True
486,October,Living Room, Fan  ,50.0,-17.6,,52.8,422.4,8.0,,Medium,,False
477,JUN, Drawing Room  , Computer  ,35900.0,3.4,2.0,73.24,585.89,8.0,244120.0,medium,,False
823,oct, Bedroom  , Heater  ,,3.0,3.0,241.92,1935.36,8.0,,High,,False
328,Dec,Dining Room, Fan  ,62.0,12.5,2.0,46.5,372.0,8.0,1550.0,medium,Winter,False
432,Oct,Living Room, Light  ,26.0,9.3,1.0,7.25,58.03,8.0,241.8,low,Autumn,False
745,Feb,drawing room, Fan  ,73.0,13.4,1.0,29.35,234.77,8.0,978.2,Medium,Winter,False
754,N/A, Drawing Room  ,AC,923.0,9.5,3.0,789.16,6313.32,8.0,26305.5,HIGH,,True
220,Sep,Drawing Room,Fan,66.0,8.6,2.0,34.06,272.45,8.0,1135.2,Med,Autumn,False
847,dec,Bedroom,fan,74.0,17.4,1.0,38.63,309.02,8.0,1287.6,Med,,False
846,May, Drawing Room  ,LIGHT,21.0,4.9,2.0,6.17,49.39,8.0,205.8,Low,Spring,False
 417 ,Jun,Dining Room, Light  ,1400.0,8.0,1.0.0,3.36,26.88,8.0,,Low,Summer,False
151,October,Living Room,Fan,69.0,14.8,150.0,91.91,735.26,8.0,153180.0,Med,,False
386,Apr,kitchen,Microwave,822.0,0.2,2.0,9.86,78.91,8.0,328.8,Low,Spring,True
397,oct, Bathroom  ,LIGHT,11.0,5.1,3.0,5.05,40.39,8.0,168.3,low,,False
721,Sep,Living Room,AC,1074.0,3.0,,193.32,1546.56,8.0,,HIGH,Autumn,True
323,Sep,dining room,Fan,81.0,9.6,1.0,23.33,186.62,8.0,777.6,Medium,Autumn,False
659,oct,DRAWING ROOM,Computer,184.0,,3.0,147.38,1179.07,8.0,,HIGH,,False
934,Dec,bedroom,AC,1764.0,9.7,3.0,1539.97,12319.78,8.0,51332.4,HIGH,Winter,True
140,January, Drawing Room  , Fan  ,71.0,15.4,2.0,65.6,524.83,8.0,2186.8,Medium,,False
714,Jun,,TV,77.0,2.2,3.0,15.25,121.97,8.0,508.2,Low,Summer,False
564,February,KITCHEN,MICROWAVE,624.0,0.4,3.0,22.46,179.71,8.0,748.8,Med,,True
53,Nov,Kitchen,Light,38.0,6.3,1.0.0,7.18,57.46,8.0,,Low,Autumn,False
932,jul,kitchen,,22.0,570.0,1.0,3.76,30.1,8.01,12540.0,Low,,
6,Jan,bedroom,,85.0,,3.0.0,84.92,679.32,8.0,,Medium,Winter,
281,Jan,BEDROOM,AC,1619.0,5.3,3.0,772.26,6178.1,8.0,25742.1,high,Winter,True
336,Aug,Bathroom,LIGHT,12.0,-8.4,1.0,3.02,24.19,8.01,-100.8,low,Summer,False
37,Apr,Kitchen,Light,18.0,7.0,1.0,3.78,30.24,8.0,126.0,Low,Spring,False
828,sep,dining room,Fan,90.0,12.9,2.0,0.06966,,,2322.0,low,,False
632,Jun,Bathroom,Heater,1269.0,1.7,1.0,64.72,517.75,8.0,2157.3,medium,Summer,False
658,May,LIVING ROOM,na,64.0,16.0,3.0,92.16,737.28,8.0,3072.0,Med,Spring,False
896,February,Bedroom,tv,195.0,2.6,2.0.0,30.42,243.36,8.0,,Med,,False
 808 ,nov,Dining Room,Light,28.0,6.4,3.0,16.13,129.02,8.0,537.6,low,,False
368,August,Bedroom, Computer  ,317.0,5.4,3.0.0,154.06,1232.5,8.0,,High,,False
240,Aug, Living Room  ,FAN,89.0,14.7,2.0,78.5,,,2616.6,Med,Summer,False
34,Oct,Dining Room,FAN,66.0,15.0,150.0,89.1,,,148500.0,medium,Autumn,False
382,Feb,kitchen,Microwave,687.0,0.4,2.0,16.49,131.9,8.0,549.6,Low,Winter,True
226,September,,light,26.0,3.3,3.0,7.72,61.78,8.0,257.4,low,,False
